retailer,retailer_key,store_id,_name,address,full_address,zip_code,latitude,longitude,_phone,geocode_confidence,geocode_source,geocoded_at
Smart & Final,smart_and_final,929,929 - Santee,9870  MAGNOLIA AVENUE,"9870  MAGNOLIA AVENUE, SANTEE, CA 92071",92071,32.8564095,-116.9721521,(619) 449-2396,high,api,2026-03-11T22:18:20.532383+00:00
Smart & Final,smart_and_final,398,398 - El Cajon-Fletcher Pkwy/Marshall Ave,1090 FLETCHER PARKWAY,"1090 FLETCHER PARKWAY, EL CAJON, CA 92020",92020,32.809405,-116.975476,(619) 562-4151,high,api,2026-03-11T22:18:21.664125+00:00
Smart & Final,smart_and_final,931,931 - El Cajon - Fletcher Pkwy/Navajo Rd,2800 FLETCHER PARKWAY,"2800 FLETCHER PARKWAY, EL CAJON, CA 92020",92020,32.8008607,-117.0038297,(619) 589-7000,high,api,2026-03-11T22:18:21.664111+00:00
Smart & Final,smart_and_final,934,934 - La Mesa,3681 AVOCADO BLVD,"3681 AVOCADO BLVD, LA MESA, CA 91941",91941,32.7465995,-116.9587099,(619) 660-0611,high,api,2026-03-11T22:18:21.664072+00:00
Smart & Final,smart_and_final,355,355 - San Diego - El Cajon Blvd/62nd St,6235 EL CAJON BLVD,"6235 EL CAJON BLVD, SAN DIEGO, CA 92115",92115,32.76312,-117.063952,(619) 286-0688,high,api,2026-03-11T22:18:21.664058+00:00
Smart & Final,smart_and_final,581,581 - Poway,12339 POWAY ROAD,"12339 POWAY ROAD, POWAY, CA 92064",92064,32.9507588,-117.063532,(858) 748-0101,high,api,2026-03-11T22:18:20.532338+00:00
Smart & Final,smart_and_final,725,725 - Spring Valley,933 SWEETWATER ROAD,"933 SWEETWATER ROAD, SPRING VALLEY, CA 91977",91977,32.712716,-117.011101,(619) 668-9039,high,api,2026-03-11T22:18:21.664030+00:00
Smart & Final,smart_and_final,488,488 - San Marcos,770 W. SAN MARCOS BLVD,"770 W. SAN MARCOS BLVD, SAN MARCOS, CA 92069",92069,33.13683,-117.181089,(760) 510-1855,high,api,2026-03-11T22:18:02.904114+00:00
Smart & Final,smart_and_final,427,427 - Encinitas,479 ENCINITAS BLVD.,"479 ENCINITAS BLVD., ENCINITAS, CA 92024",92024,33.046912,-117.282449,(760) 753-6760,high,api,2026-03-11T22:18:00.525112+00:00
Smart & Final,smart_and_final,360,360 - Escondido,395 N ESCONDIDO BLVD,"395 N ESCONDIDO BLVD, ESCONDIDO, CA 92025",92025,33.123207,-117.086439,(760) 746-5490,high,api,2026-03-11T22:18:00.525125+00:00
Smart & Final,smart_and_final,935,935 - Coronado,150 B AVENUE,"150 B AVENUE, CORONADO, CA 92118",92118,32.6973465,-117.1711954,(619) 522-2014,high,api,2026-03-11T22:18:21.664098+00:00
Smart & Final,smart_and_final,347,347 - National City,1220 PLAZA BLVD,"1220 PLAZA BLVD, NATIONAL CITY, CA 91950",91950,32.677013,-117.093728,(619) 477-4126,high,api,2026-03-11T22:18:22.983734+00:00
Smart & Final,smart_and_final,742,742 - Chula Vista,40 N 4TH AVENUE UNIT D,"40 N 4TH AVENUE UNIT D, CHULA VISTA, CA 91910",91910,32.6514452,-117.0899404,(619) 691-0007,high,api,2026-03-11T22:18:22.983716+00:00
Smart & Final,smart_and_final,936,936 - Chula Vista,360 EAST H STREET,"360 EAST H STREET, CHULA VISTA, CA 91910",91910,32.6393081,-117.0510742,(619) 427-2996,high,api,2026-03-11T22:18:22.983671+00:00
Smart & Final,smart_and_final,718,718 - Coachella,49978 HARRISON STREET,"49978 HARRISON STREET, COACHELLA, CA 92236",92236,33.686189,-116.180397,(760) 398-9793,high,api,2026-03-11T22:18:24.241032+00:00
Smart & Final,smart_and_final,490,490 - La Quinta,79-770 HIGHWAY 111,"79-770 HIGHWAY 111, LA QUINTA, CA 92253",92253,33.71461,-116.294309,(760) 342-1646,high,api,2026-03-11T22:18:24.241095+00:00
Smart & Final,smart_and_final,331,331 - Banning,2971 W. RAMSEY STREET,"2971 W. RAMSEY STREET, BANNING, CA 92220",92220,33.925887,-116.909123,(951) 849-5658,high,api,2026-03-11T22:19:13.022685+00:00
Smart & Final,smart_and_final,354,354 - Hesperia,15111 BEAR VALLEY ROAD,"15111 BEAR VALLEY ROAD, HESPERIA, CA 92345",92345,34.470401,-117.333705,(760) 947-9217,high,api,2026-03-11T22:18:44.213974+00:00
Smart & Final,smart_and_final,733,733 - Colton,1023 N. MT. VERNON AVE,"1023 N. MT. VERNON AVE, COLTON, CA 92324",92324,34.0736674,-117.3139028,(909) 783-7964,high,api,2026-03-11T22:19:06.645135+00:00
Smart & Final,smart_and_final,514,514 - Riverside,5202 ARLINGTON AVENUE,"5202 ARLINGTON AVENUE, RIVERSIDE, CA 92504",92504,33.945942,-117.416233,(951) 689-1880,high,api,2026-03-11T22:19:06.645151+00:00
Smart & Final,smart_and_final,521,521 - Riverside,2744 CANYON SPRINGS PARKWAY,"2744 CANYON SPRINGS PARKWAY, RIVERSIDE, CA 92507",92507,33.940481,-117.281222,(951) 413-6003,high,api,2026-03-11T22:19:10.513996+00:00
Smart & Final,smart_and_final,741,741 - Highland,27550 BASE LINE STREET,"27550 BASE LINE STREET, HIGHLAND, CA 92346",92346,34.1212926,-117.203382,(909) 862-2759,high,api,2026-03-11T22:18:50.686786+00:00
Smart & Final,smart_and_final,719,719 - Moreno Valley,25050 ALESSANDRO BLVD,"25050 ALESSANDRO BLVD, MORENO VALLEY, CA 92553",92553,33.9184788,-117.2253074,(951) 242-3787,high,api,2026-03-11T22:19:10.513949+00:00
Smart & Final,smart_and_final,789,789 - Eastvale,13346 LIMONITE AVE,"13346 LIMONITE AVE, EASTVALE, CA 92880",92880,33.975262,-117.578795,(909) 773-1813,high,api,2026-03-11T22:19:00.723433+00:00
Smart & Final,smart_and_final,340,340 - Corona,760 N MAIN STREET,"760 N MAIN STREET, CORONA, CA 92880",92880,33.891921,-117.564088,(951) 737-4151,high,api,2026-03-11T22:18:55.645021+00:00
Smart & Final,smart_and_final,705,705 - Corona,928 EAST ONTARIO AVENUE,"928 EAST ONTARIO AVENUE, CORONA, CA 92881",92881,33.85077,-117.5498228,(951) 734-8363,high,api,2026-03-11T22:18:55.645038+00:00
Smart & Final,smart_and_final,443,443 - Hemet - W. Florida Ave,2525 W. FLORIDA AVENUE,"2525 W. FLORIDA AVENUE, HEMET, CA 92545",92545,33.747254,-116.998057,(951) 658-4791,high,api,2026-03-11T22:19:13.022638+00:00
Smart & Final,smart_and_final,469,469 - Murrieta,25060 MADISON AVENUE,"25060 MADISON AVENUE, MURRIETA, CA 92562",92562,33.557409,-117.200319,(951) 698-8495,high,api,2026-03-11T22:19:14.283994+00:00
Smart & Final,smart_and_final,821,821 - Temecula,32937 US HIGHWAY 79,"32937 US HIGHWAY 79, TEMECULA, CA 92592",92592,33.48491861075527,-117.08090306314709,(951) 216-7768,high,api,2026-03-11T22:19:09.181487+00:00
Smart & Final,smart_and_final,425,425 - Fullerton,2475 CHAPMAN,"2475 CHAPMAN, FULLERTON, CA 92831",92831,33.874418,-117.887845,(714) 441-1069,high,api,2026-03-11T22:19:24.972114+00:00
Smart & Final,smart_and_final,519,519 - Santa Ana,1523 WEST 17TH STREET,"1523 WEST 17TH STREET, SANTA ANA, CA 92706",92706,33.760212,-117.888904,(714) 954-0721,high,api,2026-03-11T22:19:23.713685+00:00
Smart & Final,smart_and_final,388,388 - Orange,1401 E KATELLA AVENUE,"1401 E KATELLA AVENUE, ORANGE, CA 92867",92867,33.809307,-117.839049,(714) 771-1470,high,api,2026-03-11T22:19:24.972146+00:00
Smart & Final,smart_and_final,382,382 - Huntington Beach - 6882 Edinger Ave,6882 EDINGER AVENUE,"6882 EDINGER AVENUE, HUNTINGTON BEACH, CA 92647",92647,33.729933,-118.009363,(714) 842-4637,high,api,2026-03-11T22:19:22.480971+00:00
Smart & Final,smart_and_final,592,592 - Fountain Valley,8956 WARNER AVENUE,"8956 WARNER AVENUE, FOUNTAIN VALLEY, CA 92708",92708,33.7157072,-117.9728603,(714) 847-4072,high,api,2026-03-11T22:19:22.480930+00:00
Smart & Final,smart_and_final,580,580 - Santa Ana,1308 W EDINGER AVENUE,"1308 W EDINGER AVENUE, SANTA ANA, CA 92704",92704,33.7259255,-117.8857665,(714) 549-2362,high,api,2026-03-11T22:19:22.480867+00:00
Smart & Final,smart_and_final,925,925 - Yorba Linda,21500 YORBA LINDA BLVD,"21500 YORBA LINDA BLVD, YORBA LINDA, CA 92887",92887,33.8774241,-117.7525941,(714) 693-3244,high,api,2026-03-11T22:19:24.972061+00:00
Smart & Final,smart_and_final,726,726 - Tustin,1114 IRVINE BLVD,"1114 IRVINE BLVD, TUSTIN, CA 92780",92780,33.747125,-117.810246,(714) 544-7495,high,api,2026-03-11T22:19:23.713698+00:00
Smart & Final,smart_and_final,375,375 - Irvine,14417 CULVER DRIVE,"14417 CULVER DRIVE, IRVINE, CA 92604",92604,33.705987,-117.786743,(949) 726-9402,high,api,2026-03-11T22:19:22.480943+00:00
Smart & Final,smart_and_final,423,423 - Huntington Beach - 9062 Adams Ave,9062 ADAMS AVENUE,"9062 ADAMS AVENUE, HUNTINGTON BEACH, CA 92646",92646,33.672059,-117.970234,(714) 968-3804,high,api,2026-03-11T22:19:22.480996+00:00
Smart & Final,smart_and_final,924,924 - Chino Hills,4200 CHINO HILLS PARKWAY,"4200 CHINO HILLS PARKWAY, CHINO HILLS, CA 91709",91709,33.9833386,-117.7142352,(909) 393-5837,high,api,2026-03-11T22:19:24.972132+00:00
Smart & Final,smart_and_final,942,942 - Diamond Bar,240 S DIAMOND BAR BLVD,"240 S DIAMOND BAR BLVD, DIAMOND BAR, CA 91765",91765,34.0218784,-117.8092636,(909) 444-0044,high,api,2026-03-11T22:19:24.972161+00:00
Smart & Final,smart_and_final,731,731 - Oxnard,2021 N OXNARD BLVD,"2021 N OXNARD BLVD, OXNARD, CA 93036",93036,34.2218639,-119.178748,(805) 485-2051,high,api,2026-03-11T22:19:36.008185+00:00
Smart & Final,smart_and_final,916,916 - Ventura,7800 TELEGRAPH ROAD,"7800 TELEGRAPH ROAD, VENTURA, CA 93004",93004,34.2799243,-119.1910476,(805) 647-4276,high,api,2026-03-11T22:19:37.268343+00:00
Smart & Final,smart_and_final,740,740 - Oxnard - Channel Island,1341 W CHANNEL ISLANDS BLVD,"1341 W CHANNEL ISLANDS BLVD, OXNARD, CA 93033",93033,34.176876,-119.193452,(805) 240-1199,high,api,2026-03-11T22:19:36.008151+00:00
Smart & Final,smart_and_final,390,390 - Ventura,2750 E. MAIN STREET,"2750 E. MAIN STREET, VENTURA, CA 93003",93003,34.273224,-119.25947,(805) 643-5556,high,api,2026-03-11T22:19:36.008208+00:00
Smart & Final,smart_and_final,421,421 - Delano,1700 HIGH STREET,"1700 HIGH STREET, DELANO, CA 93215",93215,35.777668,-119.248652,(661) 721-2163,high,api,2026-03-11T22:19:54.086761+00:00
Smart & Final,smart_and_final,828,828 - Hanford,552 NORTH 11TH AVENUE,"552 NORTH 11TH AVENUE, HANFORD, CA 93230",93230,36.3303,-119.65575,(559) 537-7953,high,api,2026-03-11T22:19:45.244805+00:00
Smart & Final,smart_and_final,796,796 - Porterville,1419 W. OLIVE AVENUE,"1419 W. OLIVE AVENUE, PORTERVILLE, CA 93257",93257,36.065749,-119.0490161,(559) 793-2689,high,api,2026-03-11T22:19:58.893218+00:00
Smart & Final,smart_and_final,430,430 - Tulare,1019 E. PROSPERITY AVENUE,"1019 E. PROSPERITY AVENUE, TULARE, CA 93274",93274,36.225258,-119.331899,(559) 686-6951,high,api,2026-03-11T22:20:10.183216+00:00
Smart & Final,smart_and_final,791,791 - Visalia,3424 S. MOONEY BLVD,"3424 S. MOONEY BLVD, VISALIA, CA 93277",93277,36.299813,-119.3115366,(559) 625-5429,high,api,2026-03-11T22:20:10.183200+00:00
Smart & Final,smart_and_final,384,384 - Visalia,640 W CENTER STREET,"640 W CENTER STREET, VISALIA, CA 93291",93291,36.331207,-119.298208,(559) 625-9044,high,api,2026-03-11T22:20:10.183156+00:00
Smart & Final,smart_and_final,326,326 - Bakersfield - Golden State Hwy,1725 GOLDEN STATE AVENUE,"1725 GOLDEN STATE AVENUE, BAKERSFIELD, CA 93301",93301,35.389731,-119.023936,(661) 326-7945,high,api,2026-03-11T22:20:23.824318+00:00
Smart & Final,smart_and_final,803,803 - Bakersfield,2644 MT VERNON AVE,"2644 MT VERNON AVE, BAKERSFIELD, CA 93306",93306,35.3930407,-118.9683622,(661) 871-3948,high,api,2026-03-11T22:20:22.642055+00:00
Smart & Final,smart_and_final,362,362 - Bakersfield-Stockdale Hwy,4980 STOCKDALE HIGHWAY,"4980 STOCKDALE HIGHWAY, BAKERSFIELD, CA 93309",93309,35.355438,-119.057166,(661) 323-1100,high,api,2026-03-11T22:20:23.824302+00:00
Smart & Final,smart_and_final,344,344 - Bakersfield - White Lane,3400 WHITE LANE,"3400 WHITE LANE, BAKERSFIELD, CA 93309",93309,35.31792,-119.040712,(661) 832-4540,high,api,2026-03-11T22:20:23.824333+00:00
Smart & Final,smart_and_final,508,508 - Bakersfield - Calloway Dr,2749 CALLOWAY DRIVE,"2749 CALLOWAY DRIVE, BAKERSFIELD, CA 93312",93312,35.38559,-119.110098,(661) 589-2579,high,api,2026-03-11T22:20:23.824258+00:00
Smart & Final,smart_and_final,913,913 - San Luis Obispo,1321 JOHNSON AVENUE,"1321 JOHNSON AVENUE, SAN LUIS OBISPO, CA 93401",93401,35.2818345,-120.6553364,(805) 596-0867,high,api,2026-03-11T22:20:38.951532+00:00
Smart & Final,smart_and_final,358,358 - Arroyo Grandesit_,1464 E GRAND AVENUE,"1464 E GRAND AVENUE, ARROYO GRANDE, CA 93420",93420,35.120738,-120.605766,(805) 574-1599,high,api,2026-03-11T22:20:38.951496+00:00
Smart & Final,smart_and_final,912,912 - Atascadero,8200 EL CAMINO REAL,"8200 EL CAMINO REAL, ATASCADERO, CA 93422",93422,35.4752989,-120.6567577,(805) 462-0865,high,api,2026-03-11T22:20:46.379391+00:00
Smart & Final,smart_and_final,336,336 - Santa Maria,1721 SO BROADWAY,"1721 SO BROADWAY, SANTA MARIA, CA 93454",93454,34.928989,-120.436286,(805) 925-6730,high,api,2026-03-11T22:20:43.714095+00:00
Smart & Final,smart_and_final,392,392 - Paso Robles,2121 SPRING STREET,"2121 SPRING STREET, PASO ROBLES, CA 93446",93446,35.636532,-120.692848,(805) 237-0323,high,api,2026-03-11T22:20:46.379377+00:00
Smart & Final,smart_and_final,939,939 - Paso Robles - Creston Rd,1191 E CRESTON ROAD,"1191 E CRESTON ROAD, PASO ROBLES, CA 93446",93446,35.624144,-120.6612844,(805) 237-0816,high,api,2026-03-11T22:20:46.379340+00:00
Smart & Final,smart_and_final,329,329 - Fresno - N. Blackstone Ave,5700 N. BLACKSTONE AVENUE,"5700 N. BLACKSTONE AVENUE, FRESNO, CA 93710",93710,36.821109,-119.790106,(559) 439-5954,high,api,2026-03-11T22:21:00.658657+00:00
Smart & Final,smart_and_final,781,781 - Fresno - First Street,7733 N FIRST STREET,"7733 N FIRST STREET, FRESNO, CA 93720",93720,36.8505849,-119.7759229,(559) 440-9266,high,api,2026-03-11T22:20:58.968858+00:00
Smart & Final,smart_and_final,449,449 - Fresno - W. Shaw Ave,3330 WEST SHAW AVENUE,"3330 WEST SHAW AVENUE, FRESNO, CA 93711",93711,36.808518,-119.85192,(559) 275-3250,high,api,2026-03-11T22:20:58.968931+00:00
Smart & Final,smart_and_final,807,807 - Clovis,790 W. SHAW AVENUE,"790 W. SHAW AVENUE, CLOVIS, CA 93612",93612,36.8071592,-119.726611,(559) 297-9376,high,api,2026-03-11T22:21:00.658604+00:00
Smart & Final,smart_and_final,712,712 - Fresno,2425 N BLACKSTONE AVENUE,"2425 N BLACKSTONE AVENUE, FRESNO, CA 93703",93703,36.772732,-119.79218,(559) 229-2944,high,api,2026-03-11T22:21:00.658646+00:00
Smart & Final,smart_and_final,328,328 - Fresno - H Street,631 H STREET,"631 H STREET, FRESNO, CA 93721",93721,36.728743,-119.788345,(559) 264-3514,high,api,2026-03-11T22:21:00.658635+00:00
Smart & Final,smart_and_final,453,453 - San Mateo,1840 SOUTH NORFOLK STREET,"1840 SOUTH NORFOLK STREET, SAN MATEO, CA 94403",94403,37.555253,-122.293132,(650) 345-1335,high,api,2026-03-11T22:21:46.352779+00:00
Smart & Final,smart_and_final,410,410 - Redwood City,1185 BROADWAY STREET,"1185 BROADWAY STREET, REDWOOD CITY, CA 94063",94063,37.48685,-122.213696,(650) 306-2450,high,api,2026-03-11T22:21:46.352821+00:00
Smart & Final,smart_and_final,441,441 - South San Francisco - Kenwood Way,249 KENWOOD WAY,"249 KENWOOD WAY, SOUTH SAN FRANCISCO, CA 94080",94080,37.64189,-122.42573,(650) 737-0915,high,api,2026-03-11T22:21:45.186696+00:00
Smart & Final,smart_and_final,320,320 - Daly City,6967 MISSION STREET,"6967 MISSION STREET, DALY CITY, CA 94014",94014,37.696244,-122.464312,(650) 997-3151,high,api,2026-03-11T22:21:42.853646+00:00
Smart & Final,smart_and_final,351,351 - San Francisco - Seventh Ave,350 SEVENTH AVENUE,"350 SEVENTH AVENUE, SAN FRANCISCO, CA 94118",94118,37.781951,-122.465248,(415) 751-9951,high,api,2026-03-11T22:23:57.213131+00:00
Smart & Final,smart_and_final,432,432 - Mountain View,141 E. EL CAMINO REAL,"141 E. EL CAMINO REAL, MOUNTAIN VIEW, CA 94040",94040,37.379477,-122.07147,(650) 962-1092,high,api,2026-03-11T22:21:14.112554+00:00
Smart & Final,smart_and_final,327,327 - Sunnyvale,1265 S. MARY AVENUE,"1265 S. MARY AVENUE, SUNNYVALE, CA 94087",94087,37.352438,-122.050704,(408) 245-4423,high,api,2026-03-11T22:21:14.112610+00:00
Smart & Final,smart_and_final,568,568 - San Pablo,13110 SAN PABLO AVENUE,"13110 SAN PABLO AVENUE, SAN PABLO, CA 94805",94805,37.950758,-122.332282,(510) 233-1756,high,api,2026-03-11T22:23:57.213225+00:00
Smart & Final,smart_and_final,445,445 - Oakland - 42nd Ave,1243 42ND AVENUE,"1243 42ND AVENUE, OAKLAND, CA 94601",94601,37.772438,-122.217278,(510) 536-7494,high,api,2026-03-11T22:23:31.951689+00:00
Smart & Final,smart_and_final,401,401 - Hayward,1094 SUEIRRO STREET,"1094 SUEIRRO STREET, HAYWARD, CA 94541",94541,37.662295,-122.115586,(510) 781-0865,high,api,2026-03-11T22:23:19.597593+00:00
Smart & Final,smart_and_final,338,338 - Vallejo,3901 SONOMA BLVD,"3901 SONOMA BLVD, VALLEJO, CA 94589",94589,38.125999,-122.255783,(707) 644-4281,high,api,2026-03-11T22:22:59.758435+00:00
Smart & Final,smart_and_final,717,717 - Antioch,2638 SOMERSVILLE ROAD,"2638 SOMERSVILLE ROAD, ANTIOCH, CA 94509",94509,37.999354,-121.842679,(925) 978-0551,high,api,2026-03-11T22:23:03.322710+00:00
Smart & Final,smart_and_final,786,786 - Danville,460 DIABLO ROAD,"460 DIABLO ROAD, DANVILLE, CA 94526",94526,37.8241094,-121.9923231,(925) 552-8153,high,api,2026-03-11T22:23:19.597611+00:00
Smart & Final,smart_and_final,526,526 - San Rafael,935 ANDERSEN DRIVE,"935 ANDERSEN DRIVE, SAN RAFAEL, CA 94901",94901,37.956612,-122.506152,(415) 259-0285,high,api,2026-03-11T22:23:57.213197+00:00
Smart & Final,smart_and_final,723,723 - Fairfield - N. Texas St.,"2525 N TEXAS ST, STE C","2525 N TEXAS ST, STE C, FAIRFIELD, CA 94533",94533,38.274802,-122.034221,(707) 421-2414,high,api,2026-03-11T22:22:51.325578+00:00
Smart & Final,smart_and_final,424,424 - Fremont - Walnut Ave,3171 WALNUT AVENUE,"3171 WALNUT AVENUE, FREMONT, CA 94538",94538,37.551385,-121.978446,(510) 790-7188,high,api,2026-03-11T22:22:53.740799+00:00
Smart & Final,smart_and_final,523,523 - Union City,31070 DYER STREET,"31070 DYER STREET, UNION CITY, CA 94587",94587,37.602197,-122.069586,(510) 475-2633,high,api,2026-03-11T22:22:53.740759+00:00
Smart & Final,smart_and_final,779,779 - Milpitas,401 JACKLIN ROAD,"401 JACKLIN ROAD, MILPITAS, CA 95035",95035,37.4473928,-121.9023628,(408) 941-9642,high,api,2026-03-11T22:22:33.123121+00:00
Smart & Final,smart_and_final,596,596 - Pleasanton,5775 JOHNSON DRIVE,"5775 JOHNSON DRIVE, PLEASANTON, CA 94588",94588,37.698936,-121.907256,(925) 730-0101,high,api,2026-03-11T22:22:54.942062+00:00
Smart & Final,smart_and_final,782,782 - Petaluma,465 N MCDOWELL BLVD,"465 N MCDOWELL BLVD, PETALUMA, CA 94954",94954,38.2561949,-122.6384008,(707) 762-1936,high,api,2026-03-11T22:23:54.712886+00:00
Smart & Final,smart_and_final,703,703 - Citrus Heights,7945 MADISON AVENUE,"7945 MADISON AVENUE, CITRUS HEIGHTS, CA 95610",95610,38.664022,-121.269796,(916) 961-1202,high,api,2026-03-11T22:25:04.446139+00:00
Smart & Final,smart_and_final,729,729 - Roseville,"1159 ROSEVILLE SQUARE, STE 150","1159 ROSEVILLE SQUARE, STE 150, ROSEVILLE, CA 95678",95678,38.746144,-121.273966,(916) 772-7702,high,api,2026-03-11T22:25:03.106447+00:00
Smart & Final,smart_and_final,701,701 - Rancho Cordova,2344 SUNRISE BLVD,"2344 SUNRISE BLVD, RANCHO CORDOVA, CA 95670",95670,38.617279,-121.268638,(916) 638-8660,high,api,2026-03-11T22:25:04.446125+00:00
Smart & Final,smart_and_final,582,582 - Carmichael,7226 FAIR OAKS BLVD,"7226 FAIR OAKS BLVD, CARMICHAEL, CA 95608",95608,38.632641,-121.329399,(916) 486-6315,high,api,2026-03-11T22:25:04.446067+00:00
Smart & Final,smart_and_final,591,591 - Sacramento - Watt Ave,1734 WATT AVENUE,"1734 WATT AVENUE, SACRAMENTO, CA 95825",95825,38.596422,-121.382835,(916) 484-7402,high,api,2026-03-11T22:25:04.446024+00:00
Smart & Final,smart_and_final,722,722 - Elk Grove,8787 ELK GROVE BLVD,"8787 ELK GROVE BLVD, ELK GROVE, CA 95624",95624,38.4101026,-121.3768379,(916) 685-7375,high,api,2026-03-11T22:24:54.512084+00:00
Smart & Final,smart_and_final,806,806 - Sacramento,5128 STOCKTON BLVD.,"5128 STOCKTON BLVD., SACRAMENTO, CA 95820",95820,38.5283564,-121.445368,(916) 504-4223,high,api,2026-03-11T22:25:04.446085+00:00
Smart & Final,smart_and_final,479,479 - Sacramento,7205 FREEPORT BLVD,"7205 FREEPORT BLVD, SACRAMENTO, CA 95831",95831,38.4953695,-121.5059563,(916) 399-5859,high,api,2026-03-11T22:25:04.446152+00:00
Smart & Final,smart_and_final,724,724 - Sacramento - Northgate,3315 NORTHGATE BLVD,"3315 NORTHGATE BLVD, SACRAMENTO, CA 95834",95834,38.628389,-121.476874,(916) 565-1501,high,api,2026-03-11T22:25:04.446112+00:00
Smart & Final,smart_and_final,593,593 - Lodi,215 E. LODI AVENUE,"215 E. LODI AVENUE, LODI, CA 95240",95240,38.130652,-121.269412,(916) 638-8660,high,api,2026-03-11T22:24:05.960569+00:00
Smart & Final,smart_and_final,711,711 - Auburn,2825 GRASS VALLEY HIGHWAY,"2825 GRASS VALLEY HIGHWAY, AUBURN, CA 95603",95603,38.918059,-121.080789,(530) 823-1205,high,api,2026-03-11T22:24:10.899257+00:00
Smart & Final,smart_and_final,405,405 - Sacramento - 28th Street,2431 28TH STREET,"2431 28TH STREET, SACRAMENTO, CA 95818",95818,38.558142,-121.47586,(916) 451-0416,high,api,2026-03-11T22:25:04.446099+00:00
